site_name,Facility ID,Marine Scotland Site ID,Species,Stage,Facility Type,Number of Facilities,Facility Description,Date Registered,nationalgridreference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,watertype,Health Surveillance,easting,northing,MS Management Area,Region,company,species
Gruna,10004369,SS0869,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,23-Aug-13,HU285598,Shetland,No,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,428500,1159800,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Kirkaward,10004385,SS0867,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,23-Aug-13,HU374479,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,437400,1147900,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,Common mussel
Northra Voe,10004378,SS0870,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,23-Aug-13,HU291614,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,429100,1161400,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Olligarth,10004372,SS0866,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,23-Aug-13,HU383478,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,438300,1147800,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,Common mussel
Wester Quarff,10004375,SS0865,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,22-Aug-13,HU400355,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,440000,1135500,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,Common mussel
Brindister Inshore,10005283,SS0838,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,23-Nov-11,HU285575,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,428500,1157500,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Whitesness,10004353,SS0839,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,23-Nov-11,HU243473,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,424300,1147300,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,Common mussel
Longa Ness,10004379,SS0778,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,05-Apr-07,HU287583,Shetland,No,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,428700,1158300,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Slyde (Aith Voe),10005282,SS0757,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,25-Oct-05,HU348586,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,434800,1158600,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Seggi Bight,10004349,SS0650,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,18-Sep-01,HU297594,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,429700,1159400,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Lera Voe,10004355,SS0604,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,16-Jun-00,HU221483,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,422100,1148300,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,Common mussel
Browland,10004364,SS0596,Common mussel,Shellfish spat,N/A,1,N/A,15-Mar-00,HU264507,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,426400,1150700,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,Common mussel
North Voe of Clousta,10004381,SS0588,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,18-Feb-00,HU302584,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,430200,1158400,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Suthravoe,10004351,SS0587,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,18-Feb-00,HU293601,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,429300,1160100,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
Quilse,10004417,SS0589,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,27-Jan-00,HU268486,Shetland,Yes,Gruting Voe,Walls,,ZE2 9PF,,Shellfish,Seawater,High,426800,1148600,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,Common mussel
East Of Linga (Vaila Sound),10004345,SS0563,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,23-Apr-98,HU242480,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,424200,1148000,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,Common mussel
Noonsburgh,10004344,SS0186,Common mussel,Shellfish spat,N/A,1,N/A,03-Feb-86,HU294580,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,429400,1158000,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,Common mussel
South Shian Bay 2,20002374,SS0520,N/A,N/A,Seawater Trestles or trays,85,85 trestles with 850 bags,29-Mar-94,NM906422,Argyll and Bute,Yes,South Shian,Connel,"Oban, Argyll",PA37 1SB,,Shellfish,Seawater,Medium,190600,742200,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Shian Fisheries Ltd,N/A
Eilean an Atha,20002815,SS0884,N/A,N/A,Seawater Trestles or trays,100,,03-Sep-14,NM749075,Argyll and Bute,Yes,Ardlarach House,"Blackmill Bay, Toberonochy",,PA34 4TZ,,Shellfish,Seawater,Medium,174900,707500,16d - Seil Sound to Loch Craignish,Highland,Sound of Luing Bivalve Seafarm Ltd,N/A
St Abbs Marine Station (Finfish),10001719,FS1265,Atlantic wolffish,Broodfish,N/A,0,N/A,22-Aug-12,NT920672,Scottish Borders,No,The Harbour,St Abbs,Berwickshire,TD14 5QF,,Fish,Seawater,Low,392000,667200,21 - St Abbs,Borders,St Abbs Marine Station (Finfish),Atlantic wolffish
St Abbs Marine Station (Shellfish),10004929,SS0850,Common hermit crab,Shellfish adults/saleable size,N/A,0,N/A,22-Aug-12,NT920672,Scottish Borders,No,The Harbour,St Abbs,Berwickshire,TD14 5QF,,Shellfish,Seawater,Low,392000,667200,21 - St Abbs,Borders,St Abbs Marine Station (Shellfish),Common hermit crab
Site 1,10004010,SS0004,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,16-Oct-85,NM685634,Highland,No,N/A,,,,,Shellfish,Seawater,High,168500,763400,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Sunart Sea Farm Ltd,Common mussel
Site 2,10003973,SS0005,Common mussel,Shellfish juveniles/growers,N/A,0,N/A,16-Oct-85,NM700640,Highland,No,N/A,,,,,Shellfish,Seawater,,170000,764000,,Highland,Sunart Sea Farm Ltd,Common mussel
Site 3,10003995,SS0006,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,16-Oct-85,NM700624,Highland,No,Salen,,Argyll,PH36 4JN,,Shellfish,Seawater,High,170000,762400,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Sunart Sea Farm Ltd,Common mussel
Site 4,10003980,SS0007,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,16-Oct-85,NM715627,Highland,No,Salen,,Argyll,PH36 4JN,,Shellfish,Seawater,High,171500,762700,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Sunart Sea Farm Ltd,Common mussel
Mill Bight,10004760,SS0843,Common mussel,Shellfish juveniles/growers,N/A,0,N/A,18-Jun-12,HU312600,Shetland,No,"North Gardie, Aith",Bixter,,ZE2 9ND,,Shellfish,Seawater,Low,431200,1160000,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,Common mussel
Boat Geo,10004758,SS0725,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,13-Oct-04,HU332631,Shetland,Yes,Boat Geo,Muckle Roe,Shetland,-,,Shellfish,Seawater,Medium,433200,1163100,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,Common mussel
Cole Ness Shellfish,10004759,SS0727,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,13-Oct-04,HU354624,Shetland,Yes,Cole Ness,Gonfirth,"Delting, Shetland",-,,Shellfish,Seawater,High,435400,1162400,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,Common mussel
"The Ham, Papa Little",10004762,SS0724,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,13-Oct-04,HU335616,Shetland,Yes,Papa Little,Shetland,,-,,Shellfish,Seawater,Medium,433500,1161600,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,Common mussel
Treawick,10004767,SS0723,Common mussel,Shellfish juveniles/growers,N/A,0,N/A,13-Oct-04,HU289592,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,428900,1159200,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,Common mussel
Suthra Voe,10004764,SS0500,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,30-Apr-93,HU294604,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,429400,1160400,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,Common mussel
Balvicar,20002404,SS0643,N/A,N/A,Seawater Trestles or trays,50,,17-May-01,NM773158,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,Low,177300,715800,16d - Seil Sound to Loch Craignish,Strathclyde,The Caledonian Oyster Company,N/A
Loch Etive,20002403,SS0644,N/A,N/A,Seawater Trestles or trays,2,,17-May-01,NM914347,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,,191400,734700,,Strathclyde,The Caledonian Oyster Company,N/A
Rubha Mor,10004332,SS0346,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,24-Feb-90,NM917407,Argyll and Bute,Yes,Dalintober,Barcaldine,Argyll,-,,Shellfish,Seawater,High,191700,740700,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,The Caledonian Oyster Company,Flat or native oyster
Firth of Forth Lobster Hatchery,10004894,SS0826,European lobster,Shellfish adults/saleable size,N/A,1,N/A,15-Dec-10,NT554856,East Lothian,Yes,North Berwick Harbour,,,EH39 4SS,,Shellfish,Seawater,Low,355400,685600,Not in a management area,Lothian,The Firth of Forth Lobster Hatchery,European lobster
"Loch Ryan, Shore Site and Buildings",10004230,SS0456,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,10-Jan-91,NX055655,Dumfries and Galloway,Yes,Loch Ryan,Stranraer,Dumfries & Galloway,-,,Shellfish,Seawater,High,205500,565500,Not in a management area,Dumfries & Galloway,The Loch Ryan Oyster Fishery Co Ltd,Flat or native oyster
The Boom,10005339,SS0909,Flat or native oyster,Shellfish broodstock,N/A,1,N/A,26-Jun-17,NG844911,Highland,Yes,Old Naval Base Mellon Charles,Aultbea,Highland,IV22 2JL,,Shellfish,Seawater,High,184400,891100,10c - Ewe,Highland,The Oyster Restoration Company Ltd,Flat or native oyster
Disease Challenge Aquarium,10006459,SS0977,Aquarium spp (crustacean) - non-sus,All stages,N/A,1,N/A,03-Nov-23,NT250642,Midlothian,No,The Roslin Institute,Easter Bush Campus,,EH25 9RG,0131 6519100,Shellfish,Seawater,High,325000,664200,Not in a management area,Lothian,The Roslin Institute,Aquarium spp (crustacean) - non-sus
AGRF (RAS B),10005183,FS1353,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,02-Jul-21,NT252642,Midlothian,No,The Roslin Institute,Easter Bush Campus,,EH25 9RG,,Fish,Freshwater,Low,325200,664200,Not in a management area,Lothian,The Roslin Institute,Atlantic Salmon
AGRF (Hatchery - RAS A),10001852,FS1347,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,18-Nov-20,NT252642,Midlothian,No,The Roslin Institute,Easter Bush Campus,,EH25 9RG,,Fish,Freshwater,Medium,325200,664200,,Lothian,The Roslin Institute,Atlantic Salmon
Shrimp Aquarium Room,20002832,SS0936,N/A,N/A,Freshwater Tanks,3,medium (80 litre) tank,09-Sep-20,NT250641,Midlothian,No,The Roslin Institute,Easter Bush Campus,,EH25 9RG,,Shellfish,Freshwater,Low,325000,664100,Not in a management area,Lothian,The Roslin Institute,N/A
Oyster Holding Room,10006398,SS0931,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,11-Sep-19,NT250641,Midlothian,No,Room 53,Alexander Robertson Building,,-,,Shellfish,Seawater,High,325000,664100,Not in a management area,Lothian,The Roslin Institute,Common mussel
Roslin Institute Hatchery,10001848,FS1314,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,01-May-18,NT250641,Midlothian,No,The Roslin Institute,Easter Bush Campus,,EH25 9RG,,Fish,Freshwater,Medium,325000,664100,Not in a management area,Lothian,The Roslin Institute,Atlantic Salmon
Tobermory Bay,10004499,SS0632,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,05-Apr-01,NM514543,Argyll and Bute,Yes,Hillcrest,Breadalbane Street,Tobermory Mull Argyll,PA75 6PX,,Shellfish,Seawater,Low,151400,754300,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Tobermory Mussel Farm,Common mussel
Port Na Coite,10004046,SS0052,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,15-Nov-85,NM510555,Argyll and Bute,Yes,"Tobermory Bay,","Isle of Mull,",Argyll,-,,Shellfish,Seawater,Low,151000,755500,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Tobermory Oysters,Common mussel
Todd Fish Hatchery,10001835,FS1313,Buterfish/rock gunnel,Fish weighing more than 5 grams,N/A,0,N/A,15-Jan-18,NT159843,Fife,No,Unit 23 ,West Way ,Donibristle Industrial Estate,KY11 9AE,,Fish,Freshwater and Seawater,Medium,315900,684300,Not in a management area,Fife,Todd Fish Tech,Buterfish/rock gunnel
Todd Shellfish Hatchery,10005056,SS0897,Abalone (green ormer),Shellfish juveniles/growers,N/A,0,N/A,15-Mar-16,NT159843,Fife,No,Unit 23 ,West Way ,Donibristle Industrial Estate,KY11 9AE,,Shellfish,Seawater,Low,315900,684300,Not in a management area,Fife,Todd Shellfish Tech,Abalone (green ormer)
Loch Damph,10000966,FS0375,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,16-Sep-91,NG857524,Highland,Yes,Torridon,Ross-shire,,-,,Fish,Freshwater,Medium,185700,852400,Not in a management area,Highland,Torridon Smolts Ltd,Atlantic Salmon
Ard Mhor,10004996,SS0913,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,04-Oct-17,NF709047,Western Isles,Yes,27a Eoligarry,,,HS9 5YD,,Shellfish,Seawater,High,70900,804700,7c - Barra,Western Isles,Traigh Mhor Oysters,Flat or native oyster
Ardveenish,20002791,SS0876,N/A,N/A,Seawater Long Lines,2,100m long line (2 in total),06-Mar-14,NF721029,Western Isles,No,27a Eoligarry,,,HS9 5YD,,Shellfish,Seawater,Medium,72100,802900,7c - Barra,Western Isles,Traigh Mhor Oysters,N/A
Garbh Lingeigh,10005001,SS0874,Flat or native oyster,Shellfish adults/saleable size,N/A,0,N/A,06-Mar-14,NF739031,Western Isles,No,27a Eoligarry,,,HS9 5YD,,Shellfish,Seawater,High,73900,803100,7c - Barra,Western Isles,Traigh Mhor Oysters,Flat or native oyster
Rubha Mhicheil,20002781,SS0873,N/A,N/A,Seawater Long Lines,0,100m double head long lines (2 in total),06-Mar-14,NF733019,Western Isles,No,N/A,,,,,Shellfish,Seawater,Medium,73300,801900,7c - Barra,Western Isles,Traigh Mhor Oysters,N/A
Sounds of Barra,20002787,SS0798,N/A,N/A,Seawater Trestles or trays,200,Trestles,27-Mar-08,NF714081,Western Isles,Yes,27a Eoligarry,,,HS9 5YD,,Shellfish,Seawater,Medium,71400,808100,7c - Barra,Western Isles,Traigh Mhor Oysters,N/A
Willowbrae Hatchery,10001638,FS1258,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,19-Oct-11,NJ960456,Aberdeenshire,No,Willowbrae Hatchery,Willowbrae,Stuartfield,AB42 5DS,,Fish,Freshwater,N/A,396000,845600,Not in a management area,Grampian,Ugie Angling Association Hatchery,Atlantic Salmon
Crimond Hatchery,10001632,FS1202,Atlantic Salmon,Broodfish,N/A,0,N/A,09-Sep-10,NK039574,Aberdeenshire,No,N/A,,,,,Fish,Freshwater,Low,403900,857400,Not in a management area,Grampian,Ugie Angling Association Hatchery,Atlantic Salmon
Gob Sgrithir,10004843,SS0626,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,28-Feb-01,NB122326,Western Isles,Yes,11 Kneep,Uig,,HS2 9HS,,Shellfish,Seawater,Low,112200,932600,6a - Loch Roag,Western Isles,Uig Seafare Ltd,Common mussel
Mol Mor,10004846,SS0369,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,25-May-90,NB149335,Western Isles,Yes,11 Kneep,Uig,,HS2 9HS,,Shellfish,Seawater,Low,114900,933500,6a - Loch Roag,Western Isles,Uig Seafare Ltd,Common mussel
Buckieburn Freshwater Research Unit,10001057,FS0970,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,08-Oct-99,NS751853,Stirling,No,N/A,,,,,Fish,Freshwater,Medium,275100,685300,Not in a management area,Central,University of Stirling,Atlantic Salmon
Niall Bromage Freshwater Field Station,10006467,FS0473,Atlantic Salmon,Broodfish,N/A,0,N/A,17-Sep-93,NS751852,Stirling,No,By Carron Bridge,,,FK6 5JJ,,Fish,Freshwater,High,275100,685200,Not in a management area,Central,University of Stirling,Atlantic Salmon
Huney,10004448,SS0947,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,03-Feb-21,HP648068,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,464800,1206800,1a - E Unst,Shetland,Unst Shellfish,Common mussel
Swarta Skerry,10004446,SS0946,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,03-Feb-21,HP648082,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,464800,1208200,1a - E Unst,Shetland,Unst Shellfish,Common mussel
West Skeo Taing,10004443,SS0945,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,03-Feb-21,HP638086,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Medium,463800,1208600,1a - E Unst,Shetland,Unst Shellfish,Common mussel
Buness,10004450,SS0804,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,10-Dec-08,HP632087,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,463200,1208700,1a - E Unst,Shetland,Unst Shellfish,Common mussel
Croo Taing,10004453,SS0612,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,01-Nov-00,HU602999,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,460200,1199900,"1b - S Unst, E Yell, Fetlar",Shetland,Unst Shellfish,Common mussel
Hawksness,10004441,SS0611,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,01-Nov-00,HU607980,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,460700,1198000,"1b - S Unst, E Yell, Fetlar",Shetland,Unst Shellfish,Common mussel
Baltasound Harbour,10004456,SS0599,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,17-May-00,HP645089,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,464500,1208900,1a - E Unst,Shetland,Unst Shellfish,Common mussel
Upper Avon Angling Club Hatchery,10001557,FS1134,Brown Trout and sea trout,Broodfish,N/A,1,N/A,07-Jan-10,NS662387,South Lanarkshire,No,2 George Allan Place,,,ML10 6EH,,Fish,Freshwater,Low,266200,638700,Not in a management area,Strathclyde,Upper Avon Angling Association,Brown Trout and sea trout
Roe Sound,10005352,SS0971,Common mussel,Shellfish juveniles/growers,N/A,0,N/A,09-Mar-23,HU333663,Shetland,No,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,433300,1166300,4c - N St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
Holms of Uyeasound,10005272,SS0808,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,14-May-09,HU312607,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,431200,1160700,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
Budda Scord,10004487,SS0781,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,18-May-07,HU341636,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,434100,1163600,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
North Knowe,10004490,SS0758,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,01-Nov-05,HU344642,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,434400,1164200,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
"Uyeasound, Vementry",10004744,SS0715,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,26-Jul-04,HU307602,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,430700,1160200,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
Wrawick,10004495,SS0679,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,03-Feb-03,HU327670,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Low,432700,1167000,4c - N St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
East of Burki Taing,10004492,SS0617,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,19-Dec-00,HU318627,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,431800,1162700,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,Common mussel
North of Greenhead,10004481,SS0812,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,18-Nov-09,HU252471,Shetland,Yes,Kirkidale Business Park,Walls,,ZE2 9QX,,Shellfish,Seawater,Medium,425200,1147100,"3b - Gruting, Vaila, Walls",Shetland,Voe Marine Farms Ltd,Common mussel
Heocksness,10004479,SS0614,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,05-Dec-00,HU256476,Shetland,Yes,Kirkidale Business Park,Walls,,ZE2 9QX,,Shellfish,Seawater,Medium,425600,1147600,"3b - Gruting, Vaila, Walls",Shetland,Voe Marine Farms Ltd,Common mussel
Ard Berinish,10005250,SS0960,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,09-May-22,NB348210,Western Isles,Yes,N/A,,,,,Shellfish,Seawater,Medium,134800,921000,5a - E Lewis,Western Isles,Western Isles Mussels,Common mussel
Erisort West,10005247,SS0959,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,09-May-22,NB306203,Western Isles,Yes,N/A,,,,,Shellfish,Seawater,Medium,130600,920300,5a - E Lewis,Western Isles,Western Isles Mussels,Common mussel
Laxay,10005244,SS0958,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,09-May-22,NB337206,Western Isles,Yes,N/A,,,,,Shellfish,Seawater,Medium,133700,920600,5a - E Lewis,Western Isles,Western Isles Mussels,Common mussel
Rubh a Chleirich,10004090,SS0756,Common mussel,Shellfish spat,N/A,1,N/A,17-Oct-05,NB320203,Western Isles,Yes,10 Ranish,Lochs,,HS2 9NN,,Shellfish,Seawater,Medium,132000,920300,5a - E Lewis,Western Isles,Western Isles Mussels,Common mussel
Gob Glas,10004086,SS0736,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,09-Jun-05,NB351205,Western Isles,Yes,10 Ranish,Lochs,,HS2 9NN,,Shellfish,Seawater,Medium,135100,920500,5a - E Lewis,Western Isles,Western Isles Mussels,Common mussel
"Creag An Rainich, Loch Leurbost",10004089,SS0595,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,15-Mar-00,NB373249,Western Isles,Yes,10 Ranish,Lochs,,HS2 9NN,,Shellfish,Seawater,Medium,137300,924900,5a - E Lewis,Western Isles,Western Isles Mussels,Common mussel
Site 2,10004083,SS0405,Common mussel,Shellfish spat,N/A,0,N/A,19-Jun-90,NB420256,Western Isles,No,N/A,,,,,Shellfish,Seawater,,142000,925600,,Western Isles,Western Isles Mussels,Common mussel
Loch Leurbost,10004084,SS0119,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,08-Dec-85,NB378247,Western Isles,No,N/A,,,,,Shellfish,Seawater,,137800,924700,,Western Isles,Western Isles Mussels,Common mussel
South Holms Geo,10004410,SS0774,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,07-Mar-07,HU385303,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Low,438500,1130300,3a - SW Shetland mainland,Shetland,Zetland Mussels Ltd,Common mussel
South of Ness of Bixter,10005284,SS0722,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,12-Oct-04,HU336511,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,433600,1151100,3a - SW Shetland mainland,Shetland,Zetland Mussels Ltd,Common mussel
